9 1611769576802 20939_0 44.6561586,44.6561586,44.6561586,44.6561586,44.6561586 10.9353512,10.9353512,10.9353512,10.9353512,10.9353512 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_1 44.65523123292192,44.6552412763067,44.65525204100278,44.65526352701017,44.65527573432887 10.93432929632527,10.934341750456355,10.93435508582866,10.934369302442187,10.934384400296938 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_2 44.6557654,44.6557654,44.6557654,44.6557654,44.6557654 10.934962,10.934962,10.934962,10.934962,10.934962 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_6 44.6556554,44.6556554,44.6556554,44.6556554,44.6556554 10.9350745,10.9350745,10.9350745,10.9350745,10.9350745 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_7 44.654913,44.654913,44.654913,44.654913,44.654913 10.9342237,10.9342237,10.9342237,10.9342237,10.9342237 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_8 44.6556959,44.6556959,44.6556959,44.6556959,44.6556959 10.9348327,10.9348327,10.9348327,10.9348327,10.9348327 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_9 44.6564894,44.6564894,44.6564894,44.6564894,44.6564894 10.9360054,10.9360054,10.9360054,10.9360054,10.9360054 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_10 44.6567075,44.6567075,44.6567075,44.6567075,44.6567075 10.9360972,10.9360972,10.9360972,10.9360972,10.9360972 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_11 44.6565721,44.6565721,44.6565721,44.6565721,44.6565721 10.9358968,10.9358968,10.9358968,10.9358968,10.9358968 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_12 44.6555974,44.6555974,44.6555974,44.6555974,44.6555974 10.9350228,10.9350228,10.9350228,10.9350228,10.9350228 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_13 44.6559923,44.6559923,44.6559923,44.6559923,44.6559923 10.935421,10.935421,10.935421,10.935421,10.935421 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_14 44.6555191,44.6555191,44.6555191,44.6555191,44.6555191 10.9343802,10.9343802,10.9343802,10.9343802,10.9343802 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_15 44.6553924,44.6553924,44.6553924,44.6553924,44.6553924 10.9343556,10.9343556,10.9343556,10.9343556,10.9343556 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_16 44.6565158,44.6565158,44.6565158,44.6565158,44.6565158 10.9360713,10.9360713,10.9360713,10.9360713,10.9360713 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_18 44.6561014,44.6561014,44.6561014,44.6561014,44.6561014 10.9352749,10.9352749,10.9352749,10.9352749,10.9352749 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_19 44.6565202,44.6565202,44.6565202,44.6565202,44.6565202 10.9356886,10.9356886,10.9356886,10.9356886,10.9356886 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_20 44.6565624,44.6565624,44.6565624,44.6565624,44.6565624 10.9359097,10.9359097,10.9359097,10.9359097,10.9359097 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_21 44.6563944,44.6563944,44.6563944,44.6563944,44.6563944 10.9358528,10.9358528,10.9358528,10.9358528,10.9358528 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_22 44.6559097,44.6559097,44.6559097,44.6559097,44.6559097 10.9353525,10.9353525,10.9353525,10.9353525,10.9353525 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_23 44.6566284,44.6566284,44.6566284,44.6566284,44.6566284 10.9358231,10.9358231,10.9358231,10.9358231,10.9358231 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_24 44.6553229,44.6553229,44.6553229,44.6553229,44.6553229 10.9343492,10.9343492,10.9343492,10.9343492,10.9343492 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_25 44.6552464,44.6552464,44.6552464,44.6552464,44.6552464 10.9343492,10.9343492,10.9343492,10.9343492,10.9343492 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_26 44.6557108,44.6557108,44.6557108,44.6557108,44.6557108 10.935037,10.935037,10.935037,10.935037,10.935037 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
9 1611769576802 20939_27 44.6553537,44.6553537,44.6553537,44.6553537,44.6553537 10.9344552,10.9344552,10.9344552,10.9344552,10.9344552 1611769577802,1611769578802,1611769579802,1611769580802,1611769581802
10 1611769576878 20939_0 44.6561586,44.6561586,44.6561586,44.6561586,44.6561586 10.9353512,10.9353512,10.9353512,10.9353512,10.9353512 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_1 44.65522726736628,44.655233928418426,44.65524106873206,44.655248688307196,44.65525678714381 10.934328315037972,10.934339449993443,10.934351368575221,10.934364070783307,10.934377556617697 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_2 44.6557654,44.6557654,44.6557654,44.6557654,44.6557654 10.934962,10.934962,10.934962,10.934962,10.934962 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_5 44.6554971,44.6554971,44.6554971,44.6554971,44.6554971 10.9344022,10.9344022,10.9344022,10.9344022,10.9344022 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_6 44.6556563,44.6556563,44.6556563,44.6556563,44.6556563 10.9350732,10.9350732,10.9350732,10.9350732,10.9350732 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_7 44.654913,44.654913,44.654913,44.654913,44.654913 10.9342237,10.9342237,10.9342237,10.9342237,10.9342237 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_8 44.6556959,44.6556959,44.6556959,44.6556959,44.6556959 10.9348327,10.9348327,10.9348327,10.9348327,10.9348327 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_9 44.6564894,44.6564894,44.6564894,44.6564894,44.6564894 10.9360054,10.9360054,10.9360054,10.9360054,10.9360054 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_10 44.6567075,44.6567075,44.6567075,44.6567075,44.6567075 10.9360972,10.9360972,10.9360972,10.9360972,10.9360972 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_11 44.6565721,44.6565721,44.6565721,44.6565721,44.6565721 10.9358968,10.9358968,10.9358968,10.9358968,10.9358968 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_12 44.6555974,44.6555974,44.6555974,44.6555974,44.6555974 10.9350228,10.9350228,10.9350228,10.9350228,10.9350228 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_13 44.6559923,44.6559923,44.6559923,44.6559923,44.6559923 10.935421,10.935421,10.935421,10.935421,10.935421 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_14 44.6555191,44.6555191,44.6555191,44.6555191,44.6555191 10.9343802,10.9343802,10.9343802,10.9343802,10.9343802 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_15 44.6553924,44.6553924,44.6553924,44.6553924,44.6553924 10.9343556,10.9343556,10.9343556,10.9343556,10.9343556 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_16 44.6565158,44.6565158,44.6565158,44.6565158,44.6565158 10.9360713,10.9360713,10.9360713,10.9360713,10.9360713 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_18 44.6561014,44.6561014,44.6561014,44.6561014,44.6561014 10.9352749,10.9352749,10.9352749,10.9352749,10.9352749 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_19 44.6565809,44.6565809,44.6565809,44.6565809,44.6565809 10.9357429,10.9357429,10.9357429,10.9357429,10.9357429 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_20 44.6565624,44.6565624,44.6565624,44.6565624,44.6565624 10.9359097,10.9359097,10.9359097,10.9359097,10.9359097 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_21 44.6563944,44.6563944,44.6563944,44.6563944,44.6563944 10.9358528,10.9358528,10.9358528,10.9358528,10.9358528 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_22 44.6559097,44.6559097,44.6559097,44.6559097,44.6559097 10.9353525,10.9353525,10.9353525,10.9353525,10.9353525 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_23 44.6566284,44.6566284,44.6566284,44.6566284,44.6566284 10.9358231,10.9358231,10.9358231,10.9358231,10.9358231 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_24 44.6553273,44.6553273,44.6553273,44.6553273,44.6553273 10.9343517,10.9343517,10.9343517,10.9343517,10.9343517 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_25 44.6552464,44.6552464,44.6552464,44.6552464,44.6552464 10.9343492,10.9343492,10.9343492,10.9343492,10.9343492 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_26 44.655695,44.655695,44.655695,44.655695,44.655695 10.9350202,10.9350202,10.9350202,10.9350202,10.9350202 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
10 1611769576878 20939_27 44.6553528,44.6553528,44.6553528,44.6553528,44.6553528 10.9344565,10.9344565,10.9344565,10.9344565,10.9344565 1611769577878,1611769578878,1611769579878,1611769580878,1611769581878
